frequency,raw
2866.79,8.13
2895.46,8.19
2924.41,8.22
2953.65,8.28
2983.19,8.32
3013.02,8.33
3043.15,8.33
3073.58,8.34
3104.32,8.29
3135.36,8.22
3166.72,8.07
3198.38,7.90
3230.37,7.73
3262.67,7.60
3295.30,7.51
3328.25,7.44
3361.53,7.41
3395.15,7.33
3429.10,7.25
3463.39,7.22
3498.03,7.21
3533.01,7.18
3568.34,7.14
3604.02,7.10
3640.06,7.09
3676.46,7.15
3713.22,7.24
3750.36,7.30
3787.86,7.33
3825.74,7.34
3864.00,7.37
3902.64,7.47
3941.66,7.71
3981.08,7.99
4020.89,8.23
4061.10,8.44
4101.71,8.44
4142.73,8.35
4184.15,8.17
4226.00,7.97
4268.26,7.78
4310.94,7.62
4354.05,7.62
4397.59,7.80
4441.56,8.09
4485.98,8.39
4530.84,8.65
4576.15,8.81
4621.91,8.61
4668.13,8.23
4714.81,7.76
4761.96,7.30
4809.58,6.90
4857.67,6.64
4906.25,6.36
4955.31,5.99
5004.87,5.55
5054.91,5.06
5105.46,4.66
5156.52,4.43
5208.08,4.26
5260.16,4.08
5312.77,3.70
5365.89,3.18
5419.55,2.55
5473.75,2.00
5528.49,1.38
5583.77,0.85
5639.61,0.32
5696.00,-0.24
5752.96,-0.71
5810.49,-1.04
5868.60,-1.05
5927.28,-0.83
5986.56,-0.55
6046.42,-0.23
6106.89,0.10
6167.96,0.41
6229.64,0.74
6291.93,1.07
6354.85,1.35
6418.40,1.61
6482.58,1.77
6547.41,1.89
6612.88,2.00
6679.01,2.22
6745.80,2.47
6813.26,2.72
6881.39,2.93
6950.21,3.02
7019.71,3.00
7089.91,2.98
7160.81,3.02
7232.41,3.15
7304.74,3.28
7377.79,3.37
7451.56,3.43
7526.08,3.41
7601.34,3.30
7677.35,3.19
7754.13,3.07
7831.67,2.95
7909.98,2.84
7989.08,2.73
8068.98,2.60
8149.67,2.38
8231.16,2.07
8313.47,1.75
8396.61,1.44
8480.57,1.10
8565.38,0.76
8651.03,0.29
8737.54,-0.39
8824.92,-1.22
8913.17,-2.18
9002.30,-3.09
9092.32,-3.86
9183.25,-4.45
9275.08,-4.91
9367.83,-5.33
9461.51,-5.73
9556.12,-6.10
9651.68,-6.36
9748.20,-6.31
9845.68,-6.07
9944.14,-5.74
10043.58,-5.29
10144.02,-4.71
10245.46,-3.95
10347.91,-3.04
